id,zipcode,name,city_id
colony_aguascalientes_cerrada_san_miguel,20138,Cerrada San Miguel,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_las_hadas,20140,Las Hadas,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_morelos,20140,Morelos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_andrea,20140,Andrea,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_los_arcos,20146,Los Arcos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_industrial,20149,Industrial,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_buenavista,20150,Buenavista,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_c.t.m.,20150,C.T.M.,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_estrella,20150,La Estrella,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_macias_arellano,20150,Macias Arellano,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_trento,20150,Trento,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_nueva_andalucia_coto_residencial,20150,Nueva Andalucia Coto Residencial,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_váltica,20150,Váltica,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lomas_del_cobano,20150,Lomas del Cobano,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_higuerilla,20157,La Higuerilla,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_parras,20157,Parras,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_el_cobano,20158,El Cobano,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_hacienda_el_cobano,20158,Hacienda el Cobano,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_trojes_del_cobano,20158,Trojes del Cobano,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villas_del_cobano,20158,Villas del Cobano,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_alianza_ferrocarrilera,20159,Alianza Ferrocarrilera,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_bosques_del_prado_oriente,20159,Bosques del Prado Oriente,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_francisco_guel_jimenez,20160,Francisco Guel Jimenez,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_las_viñas_infonavit,20160,Las Viñas INFONAVIT,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_santa_anita_4a_sección,20164,Santa Anita 4a Sección,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_santa_anita,20169,Santa Anita,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_el_maguey,20170,El Maguey,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_las_cumbres,20170,Las Cumbres,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lic_benito_juárez,20170,Lic Benito Juárez,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_nazario_ortiz_garza,20170,Nazario Ortiz Garza,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_rodolfo_landeros_gallegos,20170,Rodolfo Landeros Gallegos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_s.t.e.m.a.,20170,S.T.E.M.A.,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_zona_militar,20170,Zona Militar,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villa_bonita,20170,Villa Bonita,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_benito_palomino_dena,20172,Benito Palomino Dena,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_anexo_benito_palomino_dena_(cumbres_ii),20172,Anexo Benito Palomino Dena (Cumbres II),solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_florida_l,20172,La Florida l,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_florida_ll,20172,La Florida ll,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_claustros_loma_dorada,20172,Claustros Loma Dorada,solt_l10n_mx_partner_address.res_city_mx_agu_001
